reservation_line_id,reservation_number,reservation_line_number,reservation_creation_date,reservation_requirement_date,part_number,description,open_reservation_qty,open_reservation_value,reservation_status,reservation_source,wbs_number,requester_alias,plant_code,po_number,po_line_number,po_line_item_id,asset_code,asset_serial_number
6085695424-8,6085695424,8,2025-11-14,2025-11-14,P786376,"PLUG, SETTING TOOL",3.0,251.79,02. SOH available to Partial Pegging - PO Available to Peg,SAP - MANUAL Reservation,J.26.019998,FHERWANTO,3606,4584632353,9,4584632353-9,,
6085671222-3,6085671222,3,2025-11-14,2025-11-14,101025397,T-SEAL ASSEMBLY - 2.677 PISTON,8.0,822.9904,05. No PO Available to Peg,SAP - MANUAL Reservation,,DDAET,3606,,,,,
6085670945-1,6085670945,1,2025-11-14,2025-11-14,101427057,"PWA, WIRED CIRCUIT BOARD ASSY, ECRI",2.0,2953.903,05. No PO Available to Peg,SAP - MANUAL Reservation,,SANTOSO,3606,,,,,
6085671222-2,6085671222,2,2025-11-14,2025-11-14,B036227,"O-RING;011,0.301 IN,0.07 IN,FKM,95 DURO",20.0,4.79,05. No PO Available to Peg,SAP - MANUAL Reservation,,DDAET,3606,,,,,
6085695424-3,6085695424,3,2025-11-14,2025-11-14,B076121,"OIL, SILICONE VISCOSITY 100 CST - 1 KG ~",2.0,246.13120000000004,05. No PO Available to Peg,SAP - MANUAL Reservation,J.26.019998,FHERWANTO,3606,,,,,
6085671222-1,6085671222,1,2025-11-14,2025-11-14,100395584,"Maintenance Kit, SLS1, XPT-B&C",4.0,4876.6344,05. No PO Available to Peg,SAP - MANUAL Reservation,,DDAET,3606,,,,,
6085616784-2,6085616784,2,2025-11-13,2025-11-13,100135812,"TERMINAL BLOCK 4 POLE, COL-ZD",6.0,313.6806,05. No PO Available to Peg,SAP - MANUAL Reservation,,jpereira11,3606,,,,,
6085641405-2,6085641405,2,2025-11-13,2025-11-13,100258771,"MRPO Co2 ENVIRONMENT, O-RING KIT",4.0,1654.5784,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584629785,1,4584629785-1,,
6085641405-1,6085641405,1,2025-11-13,2025-11-13,100258772,"MRSC Co2 ENVIRONMENT, O-RING KIT",6.0,1307.4648000000002,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584629785,2,4584629785-2,,
6085616784-1,6085616784,1,2025-11-13,2025-11-13,100345440,CABLE 2X24AWG 600V PTFE BLK/WHT W/JKT N~,5000.0,900.0000000000001,04. PO Available to Peg,SAP - MANUAL Reservation,,jpereira11,3606,4584600724,1,4584600724-1,,
6085641405-3,6085641405,3,2025-11-13,2025-11-13,101818663,"KIT, RCM XP1 MPMP-AE/AES",2.0,1428.507,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584629788,3,4584629788-3,,
6085619644-2,6085619644,2,2025-11-13,2025-11-13,103094691,"LIFTING CAP, FEMALE, 5 KLB SWL, THRUBIT",1.0,0.0067,04. PO Available to Peg,SAP - MANUAL Reservation,,ckok3,3610,4584600790,1,4584600790-1,,
6085619644-1,6085619644,1,2025-11-13,2025-11-13,103184022,"LIFTING CAP, MALE, 5 KLB SWL, THRUBIT",1.0,0.0067,05. No PO Available to Peg,SAP - MANUAL Reservation,,ckok3,3610,,,,,
6085641335-2,6085641335,2,2025-11-13,2025-11-13,103268122,"WIPER, SHD PROFILE",20.0,809.0920000000001,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584629923,2,4584629923-2,,
6085641335-4,6085641335,4,2025-11-13,2025-11-13,103388729,"TUBE, FLUID, LARGE CORE, ENCLOSED",2.0,1232.9608,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584629923,3,4584629923-3,,
6085641335-3,6085641335,3,2025-11-13,2025-11-13,103388731,"WEAR RING, PDWD PROFILE",20.0,397.84600000000006,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584629923,4,4584629923-4,,
6085641335-5,6085641335,5,2025-11-13,2025-11-13,103388733,"TUBE, FLUID, LARGE CORE",2.0,1041.8768,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584629923,5,4584629923-5,,
6085616517-3,6085616517,3,2025-11-13,2025-11-13,106043077,RISER SPOOL (WELDED CONSTRUCTION): 7-1/1,3.0,23618.304,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.000911,cnevarez2,3606,4584639481,1,4584639481-1,,
6085616517-2,6085616517,2,2025-11-13,2025-11-13,106043084,RISER SPOOL (WELDED CONSTRUCTION): 7-1/1,2.0,35003.0646,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.000911,cnevarez2,3606,4584639481,2,4584639481-2,,
6085616517-1,6085616517,1,2025-11-13,2025-11-13,106043085,RISER SPOOL (WELDED CONSTRUCTION): 7-1/1,4.0,72929.71440000001,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.000911,cnevarez2,3606,4584639481,3,4584639481-3,,
6085616517-4,6085616517,4,2025-11-13,2025-11-13,106043087,RISER SPOOL (WELDED CONSTRUCTION): 7-1/1,1.0,7872.768,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.000911,cnevarez2,3606,4584639481,4,4584639481-4,,
6085616517-5,6085616517,5,2025-11-13,2025-11-13,106043088,RISER SPOOL (INTEGRAL CONSTRUCTION): 7-1,2.0,13480.065,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.000911,cnevarez2,3606,4584639481,5,4584639481-5,,
6085616517-6,6085616517,6,2025-11-13,2025-11-13,106043090,15327RISER SPOOL (WELDED CONSTRUCTION):,1.0,8887.9252,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.000911,cnevarez2,3606,4584639481,6,4584639481-6,,
6085616517-7,6085616517,7,2025-11-13,2025-11-13,106043094,"15996TARGET BLIND FLANGE PAI 6A 3-1/16""",1.0,927.5882,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.000911,cnevarez2,3606,4584639481,7,4584639481-7,,
6085641335-1,6085641335,1,2025-11-13,2025-11-13,B045307,"SCREW, SKT HD CAP 10-32 X 1-5/8 A286 16~",100.0,718.2400000000001,05. No PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,,,,,
6085616843-1,6085616843,1,2025-11-13,2025-11-13,P774020,XPMC003 PC BOARD ASSY,1.0,3089.9029,04. PO Available to Peg,SAP - MANUAL Reservation,,SANTOSO,3606,4584629410,1,4584629410-1,,
6085561524-1,6085561524,1,2025-11-12,2025-11-12,100068763,"CONNECTOR, 22 PIN, MALE TO MALE, HERMET~",2.0,1067.7522,04. PO Available to Peg,SAP - MANUAL Reservation,,SANTOSO,3606,4584629370,1,4584629370-1,,
6085561324-1,6085561324,1,2025-11-12,2025-11-28,100582201,"HOUSING, HYDRAULIC MODULE, XTRA",1.0,2735.4626000000003,05. No PO Available to Peg,MAXIMO,,80080752,3606,,,,,
6085586020-1,6085586020,1,2025-11-12,2025-11-12,105955348,BLADE ASSY L.H,2.0,4220.8928000000005,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584621555,3,4584621555-3,,
6085586020-2,6085586020,2,2025-11-12,2025-11-12,105955349,BLADE ASSY R.H,2.0,3403.2516,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584621555,4,4584621555-4,,
6085585418-2,6085585418,2,2025-11-12,2025-11-12,106043500,"Flange Adaptor 4-1/16"" 10K, BX155 FLG x",2.0,5416.950000000001,05. No PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,,,,,
6085585418-1,6085585418,1,2025-11-12,2025-11-12,106043501,"Flange Adaptor 6A, 4-1/16"" 10K, BX155 FL",2.0,5416.950000000001,05. No PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,,,,,
6085564025-1,6085564025,1,2025-11-12,2025-11-12,H129818,"RETAINER;SPR,0.125 X 1.43 L IN",20.0,487.6260000000001,05. No PO Available to Peg,SAP - MANUAL Reservation,,SANTOSO,3606,,,,,
6085509986-2,6085509986,2,2025-11-11,2025-11-11,103378011,"LOCKING DOG, HCM-A, 4.50 IN, OUTER",2.0,9008.7664,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012966,03966439,3606,4584592996,1,4584592996-1,,
6085509986-1,6085509986,1,2025-11-11,2025-11-11,103378012,"LOCKING DOG, HCM-A, 4.50 IN, INNER",2.0,8642.1424,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.012966,03966439,3606,4584592996,2,4584592996-2,,
6085506687-1,6085506687,1,2025-11-11,2025-11-11,PEAK-00068112,"3.0"" Nom. GS Pulling tool (Speci",1.0,2013.0753,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.013100,Kelly Kees,3606,4584592688,1,4584592688-1,,
6085506687-2,6085506687,2,2025-11-11,2025-11-11,104231012,"3.0"" NOM. EXTENDED GS PULLING TOOL.  F/~",1.0,2251.7628000000004,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.013100,Kelly Kees,3606,4584592865,1,4584592865-1,,
6085450507-3,6085450507,3,2025-11-10,2025-11-10,100212235,"INTERFACIAL SEAL, 09 PIN, STANDARD PROF~",20.0,251.0,01. SOH Available to Peg,SAP - MANUAL Reservation,,SANTOSO,3606,,,,,
6085450507-2,6085450507,2,2025-11-10,2025-11-10,100212237,"INTERFACIAL SEAL, 15 PIN, STANDARD PROF~",20.0,299.676,01. SOH Available to Peg,SAP - MANUAL Reservation,,SANTOSO,3606,,,,,
6085450507-1,6085450507,1,2025-11-10,2025-11-10,100212238,"INTERFACIAL SEAL, 21 PIN, STANDARD PROF~",20.0,275.988,01. SOH Available to Peg,SAP - MANUAL Reservation,,SANTOSO,3606,,,,,
6085450507-6,6085450507,6,2025-11-10,2025-11-10,100212239,"INTERFACIAL SEAL, 25 PIN, STANDARD PROF~",20.0,294.8,02. SOH available to Partial Pegging - PO Available to Peg,SAP - MANUAL Reservation,,SANTOSO,3606,4584592615,19,4584592615-19,,
6085450507-4,6085450507,4,2025-11-10,2025-11-10,100212240,"INTERFACIAL SEAL, 37 PIN, STANDARD PROF~",20.0,216.6,02. SOH available to Partial Pegging - PO Available to Peg,SAP - MANUAL Reservation,,SANTOSO,3606,4584629370,3,4584629370-3,,
6085450507-5,6085450507,5,2025-11-10,2025-11-10,100807012,"INTERFACIAL SEAL, 31 PIN, STANDARD PROF~",20.0,321.73400000000004,04. PO Available to Peg,SAP - MANUAL Reservation,,SANTOSO,3606,4584629369,2,4584629369-2,,
6085449501-1,6085449501,1,2025-11-10,2025-12-31,101051850,"ASSY, LEFT LONG ARM GEARBOX, XTRA-CB",1.0,24337.2609,05. No PO Available to Peg,MAXIMO,,02832673,3606,,,,,
6085349179-1,6085349179,1,2025-11-08,2025-11-08,101816138,"SEAL KIT, STABILIZER CYLINDER 124060",4.0,415.4,05. No PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,PETTENGELL,3606,,,,,
6085349179-2,6085349179,2,2025-11-08,2025-11-08,102679184,FOAM PIG / DART FOR 2 3/8IN COIL TUBING,8.0,528.0,03. SOH available to Partial Pegging - No PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,PETTENGELL,3606,,,,,
6085349204-2,6085349204,2,2025-11-08,2025-11-08,104619424,CONNECTOR 2-3/8 DOUBLE SLIP F/BOP TESTI~,2.0,0.0134,05. No PO Available to Peg,SAP - MANUAL Reservation,J.25.000982,PETTENGELL,3606,,,,,
6085372712-1,6085372712,1,2025-11-08,2025-11-08,104924378,"HEAD, 31 PIN UPPER, FPCC",2.0,1035.351,04. PO Available to Peg,SAP - MANUAL Reservation,,SANTOSO,3606,4584601189,1,4584601189-1,,
6085349179-3,6085349179,3,2025-11-08,2025-11-08,106042489,"Foam pig SiC coarse grit 2.375""CT (0.175",4.0,809.36,05. No PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,PETTENGELL,3606,,,,,
6085349179-4,6085349179,4,2025-11-08,2025-11-08,106043079,"Foam pig SiC polish grit 2.375""CT (0.",4.0,809.36,05. No PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,PETTENGELL,3606,,,,,
6085349204-3,6085349204,3,2025-11-08,2025-11-08,9203P09900,SLIPS F/ 2-3/8 EZ CONNECTOR,6.0,453.69720000000007,05. No PO Available to Peg,SAP - MANUAL Reservation,J.25.000982,PETTENGELL,3606,,,,,
6085349204-4,6085349204,4,2025-11-08,2025-11-08,9203P12802,"BEARING F/ 2-3/8 EZ CONNECTOR, .080 THI~",6.0,472.0284,05. No PO Available to Peg,SAP - MANUAL Reservation,J.25.000982,PETTENGELL,3606,,,,,
6085346027-2,6085346027,2,2025-11-07,2025-11-08,102999292,"PULL TEST BAR ASSY, 2-3/8, 160,000 LBS",1.0,5974.9528,04. PO Available to Peg,SAP - MANUAL Reservation,J.25.000982,PETTENGELL,3606,4584613102,1,4584613102-1,,
6085345971-5,6085345971,5,2025-11-07,2025-11-08,105948036,Actuator Bonnet backup ring,10.0,113.9,05. No PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,PETTENGELL,3606,,,,,
6085346032-1,6085346032,1,2025-11-07,2025-11-08,106040566,"7.06"" 10M BX156 API Flange x CB54 Box",1.0,11585.0504,05. No PO Available to Peg,SAP - MANUAL Reservation,J.25.000982,PETTENGELL,3606,,,,,
6085345963-1,6085345963,1,2025-11-07,2025-11-08,106040966,"Pipe Slip Ram Insert, 7"", 2.38"" Coil",12.0,820.08,05. No PO Available to Peg,SAP - MANUAL Reservation,J.25.000982,PETTENGELL,3606,,,,,
6085345971-2,6085345971,2,2025-11-07,2025-11-08,106040967,"Screw, 7"" Pipe Slip Ram Block",8.0,2889.04,05. No PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,PETTENGELL,3606,,,,,
6085345971-3,6085345971,3,2025-11-07,2025-11-08,106040968,"Screw, 7"" Trident Ram Block",4.0,214.4,05. No PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,PETTENGELL,3606,,,,,
6085345971-4,6085345971,4,2025-11-07,2025-11-08,106040969,O-RING,24.0,16.080000000000002,05. No PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,PETTENGELL,3606,,,,,
6085345971-6,6085345971,6,2025-11-07,2025-11-08,106040971,O-RING,24.0,96.48000000000002,05. No PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,PETTENGELL,3606,,,,,
6085345971-7,6085345971,7,2025-11-07,2025-11-08,106040985,BACKUP RING,24.0,337.68,05. No PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,PETTENGELL,3606,,,,,
6085345971-8,6085345971,8,2025-11-07,2025-11-08,106040987,O-RING,10.0,26.8,05. No PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,PETTENGELL,3606,,,,,
6085345971-9,6085345971,9,2025-11-07,2025-11-08,106040988,BACKUP RING,20.0,241.2,05. No PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,PETTENGELL,3606,,,,,
6085346027-1,6085346027,1,2025-11-07,2025-11-08,106042496,"2.3/8"" PULL TEST BAR SECTION 3FT LONG",5.0,9323.284500000002,04. PO Available to Peg,SAP - MANUAL Reservation,J.25.000982,PETTENGELL,3606,4584613102,2,4584613102-2,,
6085297067-1,6085297067,1,2025-11-07,2025-11-07,B017192,"SCREW:CAP;SCKT,#6-32 TPI,0.625 IN,304",100.0,33.660000000000004,05. No PO Available to Peg,SAP - MANUAL Reservation,,SANTOSO,3606,,,,,
6085345963-5,6085345963,5,2025-11-07,2025-11-08,105948036,Actuator Bonnet backup ring,16.0,182.24,05. No PO Available to Peg,SAP - MANUAL Reservation,J.25.000982,PETTENGELL,3606,,,,,
6085345971-1,6085345971,1,2025-11-07,2025-11-08,106040966,"Pipe Slip Ram Insert, 7"", 2.38"" Coil",4.0,273.36,05. No PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,PETTENGELL,3606,,,,,
6085345963-2,6085345963,2,2025-11-07,2025-11-08,106040967,"Screw, 7"" Pipe Slip Ram Block",8.0,2889.04,05. No PO Available to Peg,SAP - MANUAL Reservation,J.25.000982,PETTENGELL,3606,,,,,
6085345963-3,6085345963,3,2025-11-07,2025-11-08,106040968,"Screw, 7"" Trident Ram Block",4.0,214.4,05. No PO Available to Peg,SAP - MANUAL Reservation,J.25.000982,PETTENGELL,3606,,,,,
6085345963-4,6085345963,4,2025-11-07,2025-11-08,106040969,O-RING,40.0,26.8,05. No PO Available to Peg,SAP - MANUAL Reservation,J.25.000982,PETTENGELL,3606,,,,,
6085243325-1,6085243325,1,2025-11-06,2025-11-30,103253154,"DPA9-AAA, DUAL PACKER, TYPE A, 9 INCH",4.0,83265.0096,04. PO Available to Peg,SAP - MANUAL Reservation,J.26.014680,Kelly Kees,3606,4584612702,1,4584612702-1,,
6085243368-3,6085243368,3,2025-11-06,2025-11-29,104925902,1.687 IN DOUBLE FLAPPER CHECK VALVE 10KP,3.0,60.3,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584616143,2,4584616143-2,,
6085243368-2,6085243368,2,2025-11-06,2025-11-29,104925904,REDRESS KIT (8262-1687-129-R0-RK) 8262-1,30.0,28140.0,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584616143,3,4584616143-3,,
6085243368-5,6085243368,5,2025-11-06,2025-11-29,105953960,"1.500"" CT x 0.134"" WT LITT Connector - 1",3.0,1205.5923,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584616143,4,4584616143-4,,
6085243368-4,6085243368,4,2025-11-06,2025-11-29,106041397,Spare Parts Kit ( 2 x Complete DFCV),1.0,4.69,04. PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,4584616143,5,4584616143-5,,
6085244807-1,6085244807,1,2025-11-06,2025-11-06,P270645,"SCREW;SCKT,#10,24,4.8 IN,MP35N",20.0,816.864,02. SOH available to Partial Pegging - PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584581151,1,4584581151-1,,
6085243368-1,6085243368,1,2025-11-06,2025-11-29,104739983,REDRESS KIT F/ 1-11/16 MOTORHEAD ASSEMBL,4.0,403.5544,05. No PO Available to Peg,SAP - MANUAL Reservation,,cnevarez2,3606,,,,,
6085243391-1,6085243391,1,2025-11-06,2025-11-29,P270645,"SCREW;SCKT,#10,24,4.8 IN,MP35N",1.0,40.8432,04. PO Available to Peg,MAXIMO,,80080752,3606,4584581151,1,4584581151-1,,
6085187274-4,6085187274,4,2025-11-05,2025-11-05,101225708,"HARDWARE KIT W/ CENTERING RING, 2IN CL6~",2.0,508.4496,04. PO Available to Peg,SAP - MANUAL Reservation,,,3606,4584582338,1,4584582338-1,,
6085187274-1,6085187274,1,2025-11-05,2025-11-05,101225758,"EZ-IN FLOW METER 3/4IN X 2IN, WAFER ROU~",2.0,5501.37,05. No PO Available to Peg,SAP - MANUAL Reservation,,,3606,,,,,
6085239951-1,6085239951,1,2025-11-05,2025-11-05,E050573,"SURGE ARRESTER, CERAMIC, 75VDC, 60-90VM~",20.0,56.28000000000001,05. No PO Available to Peg,SAP - MANUAL Reservation,,SANTOSO,3606,,,,,
6085133694-1,6085133694,1,2025-11-04,2025-11-04,100731175,EQUALIZING PISTON GUIDE,1.0,0.0,05. No PO Available to Peg,SAP - MANUAL Reservation,,AROW2,3610,,,,,
6085129034-1,6085129034,1,2025-11-04,2025-11-11,102058812,"VALVES), ULTG020 10KU 1502 FXM 1.75B VIO",5.0,9191.06,04. PO Available to Peg,SAP - MANUAL Reservation,J.25.006683,Akashdeep,3606,4584630094,1,4584630094-1,,
6085184065-1,6085184065,1,2025-11-04,2026-02-03,102975745,"KIT, FCO PDIM INTERNAL HARNESS, PDIM-BC~",1.0,860.5212,05. No PO Available to Peg,MAXIMO,,80058047,3606,,,,,
6085129034-3,6085129034,3,2025-11-04,2025-11-11,512565000,"GREASE,TUBE CLIMAX, FOR FMC PLUG VALVES",8.0,121.84,01. SOH Available to Peg,SAP - MANUAL Reservation,J.25.006683,Akashdeep,3606,,,,,
6085183812-2,6085183812,2,2025-11-04,2025-11-04,E019390,"TUBING:HEAT SHRINK;0.25 IN,PTFE,NAT",50.0,6.15,05. No PO Available to Peg,SAP - MANUAL Reservation,,AROW2,3610,,,,,
6085183812-3,6085183812,3,2025-11-04,2025-11-04,E020926,TUBING    12 AWG      SHRINKABLE  CLEAR~,50.0,10.72,05. No PO Available to Peg,SAP - MANUAL Reservation,,AROW2,3610,,,,,
6085183812-1,6085183812,1,2025-11-04,2025-11-04,E025177,"TUBING:HEAT SHRINK;0.125 IN,PTFE,CLR",50.0,6.47,05. No PO Available to Peg,SAP - MANUAL Reservation,,AROW2,3610,,,,,
6085183812-4,6085183812,4,2025-11-04,2025-11-04,E028660,TUBING 1-1/4 DIA.      SHRINKABLE CLEAR~,50.0,52.595000000000006,05. No PO Available to Peg,SAP - MANUAL Reservation,,AROW2,3610,,,,,
6085133844-1,6085133844,1,2025-11-04,2025-11-20,P788576,OPTICAL COUPLER & PC BOARD ASSY,1.0,8849.0356,04. PO Available to Peg,MAXIMO,,03011723,3606,4584596699,1,4584596699-1,,
6085129034-2,6085129034,2,2025-11-04,2025-11-11,102053253,ULTP020 1500 KIT 1.75 B REPLMNTS VIO SG,5.0,2123.05,04. PO Available to Peg,SAP - MANUAL Reservation,J.25.006683,Akashdeep,3606,4584576659,1,4584576659-1,,
6085184053-1,6085184053,1,2025-11-04,2026-02-03,102975745,"KIT, FCO PDIM INTERNAL HARNESS, PDIM-BC~",1.0,860.5212,05. No PO Available to Peg,MAXIMO,,80058047,3606,,,,,
6085184067-1,6085184067,1,2025-11-04,2026-02-03,P774630,HRCC704 PC BOARD ASSY,3.0,6830.097,05. No PO Available to Peg,MAXIMO,,80058047,3606,,,,,
6085102301-1,6085102301,1,2025-11-03,2025-12-30,100236991,"ASSEMBLY, WEIGHT INDICATOR GAUGE, 120 K",1.0,5901.145600000001,05. No PO Available to Peg,SAP - MANUAL Reservation,J.26.012893,AAgarwal15,3606,,,,,
6085128682-1,6085128682,1,2025-11-03,2025-11-03,H443327,QUADRAX,4.0,484.2976,05. No PO Available to Peg,SAP - MANUAL Reservation,,AROW2,3610,,,,,
6084981076-1,6084981076,1,2025-11-01,2025-11-29,106030215,"KIT-APG, HOSE BUNDLE, 2X125FT, HPU TO I~",1.0,20100.0,04. PO Available to Peg,SAP - MANUAL Reservation,C.FT003347,PETTENGELL,3606,4584612419,1,4584612419-1,,
6084953472-10,6084953472,10,2025-10-31,2025-10-31,101132884,"RETAINER, TAB RING, CORE, LARGE CORE",2.0,224.18,02. SOH available to Partial Pegging - PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584596466,11,4584596466-11,,
6084953472-11,6084953472,11,2025-10-31,2025-10-31,101134034,"CORE/MARKER RETAINER, UPHOLE, LARGE CORE",2.0,240.12,02. SOH available to Partial Pegging - PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584596466,10,4584596466-10,,
6084953472-12,6084953472,12,2025-10-31,2025-10-31,101146647,"CLIP, CORE TUBE, LARGE CORE",2.0,336.63480000000004,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584596466,14,4584596466-14,,
6084953463-7,6084953463,7,2025-10-31,2025-10-31,101228761,"KIT, MPSR BOTTLE HT SEALS, FKM-LT",12.0,11189.4,02. SOH available to Partial Pegging - PO Available to Peg,SAP - MANUAL Reservation,J.25.138500,FHERWANTO,3606,4584596778,3,4584596778-3,,
6084953463-4,6084953463,4,2025-10-31,2025-10-31,101345590,"KIT, MRPO RCM XP1",4.0,2298.88,02. SOH available to Partial Pegging - PO Available to Peg,SAP - MANUAL Reservation,J.25.138500,FHERWANTO,3606,4584596466,23,4584596466-23,,
6084953463-8,6084953463,8,2025-10-31,2025-10-31,101345602,"KIT, MRPQ RCM XP1",4.0,2066.4076,04. PO Available to Peg,SAP - MANUAL Reservation,J.25.138500,FHERWANTO,3606,4584596778,2,4584596778-2,,
6084953463-9,6084953463,9,2025-10-31,2025-10-31,101345608,"KIT, MRHY RCM XP1",4.0,701.36,02. SOH available to Partial Pegging - PO Available to Peg,SAP - MANUAL Reservation,J.25.138500,FHERWANTO,3606,4584596466,26,4584596466-26,,
6084953463-2,6084953463,2,2025-10-31,2025-10-31,101345620,"KIT, MRSC RCM XP1",6.0,4720.4400000000005,02. SOH available to Partial Pegging - PO Available to Peg,SAP - MANUAL Reservation,J.25.138500,FHERWANTO,3606,4584596778,1,4584596778-1,,
6084953463-3,6084953463,3,2025-10-31,2025-10-31,101364085,"KIT, MRSC RCM XP1-S",6.0,3028.68,02. SOH available to Partial Pegging - PO Available to Peg,SAP - MANUAL Reservation,J.25.138500,FHERWANTO,3606,4584596466,25,4584596466-25,,
6084953472-4,6084953472,4,2025-10-31,2025-10-31,101487034,"TUBE, FLUID, CORING MOTOR, SHORT",2.0,1696.2792000000002,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584596466,12,4584596466-12,,
6084953463-1,6084953463,1,2025-10-31,2025-10-31,101535245,"KIT, MRPC RCM XP1",2.0,197.79740000000004,04. PO Available to Peg,SAP - MANUAL Reservation,J.25.138500,FHERWANTO,3606,4584596466,22,4584596466-22,,
6084953463-5,6084953463,5,2025-10-31,2025-10-31,101756334,"KIT, MRDU-HP RCM XP1",2.0,751.7022,04. PO Available to Peg,SAP - MANUAL Reservation,J.25.138500,FHERWANTO,3606,4584596466,21,4584596466-21,,
6084953463-10,6084953463,10,2025-10-31,2025-10-31,101796953,"KIT, RCM XP3, MRLD-CA/CAS",2.0,1225.84,02. SOH available to Partial Pegging - PO Available to Peg,SAP - MANUAL Reservation,J.25.138500,FHERWANTO,3606,4584596466,29,4584596466-29,,
6084953463-6,6084953463,6,2025-10-31,2025-10-31,101907071,"KIT, RCM XP1, MRBA",2.0,129.444,04. PO Available to Peg,SAP - MANUAL Reservation,J.25.138500,FHERWANTO,3606,4584596466,20,4584596466-20,,
6084953472-2,6084953472,2,2025-10-31,2025-10-31,102859806,"SET, MOTOR BRACKET, MCMU-EA/FA",1.0,988.945,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584596466,9,4584596466-9,,
6084953472-13,6084953472,13,2025-10-31,2025-10-31,102969716,"RING, CORE CATCHER, EXTENDED WIDTH, 6-P~",2.0,1600.932,04. PO Available to Peg,SAP - MANUAL Reservation,,FHERWANTO,3606,4584596463,5,4584596463-5,,
