sap_wbs_raw,wbs_source,project_number,operation_number,ops_activity_number,wbs_name,client_name,rig,ops_district,location,sub_business_line_raw
J.24.154640,Operation Activity,P.1062592,O.1062592.01,A.1062592.01.01,Tri-Star USIT-CBL,TRI-STAR OPCO PTY LTD,SWS-2,Roma WL,,WL Production Services
J.25.171345,Operation Activity,P.1062500,O.1062500.01,A.1062500.01.12,Marlin 1,ESSO AUSTRALIA LTD,VALARIS 107,New Burn WL,,WL Production Services
J.25.102467,Operation Activity,P.1062500,O.1062500.01,A.1062500.01.07,Halibut 1,ESSO AUSTRALIA LTD,VALARIS 107,New Burn WL,,WL Production Services
J.25.045960,Operation Activity,P.1062500,O.1062500.01,A.1062500.01.04,Kipper - Resolve,ESSO AUSTRALIA LTD,VALARIS 107,New Burn WL,,WL Production Services
J.24.162088,Operation Activity,P.1062500,O.1062500.01,A.1062500.01.01,ESSO_Bream B_P&A,ESSO AUSTRALIA LTD,VALARIS 107,New Burn WL,,WL Production Services
J.25.151139,Operation Activity,P.1062500,O.1062500.01,A.1062500.01.06,Aug V-107,ESSO AUSTRALIA LTD,VALARIS 107,New Burn WL,,WL Production Services
J.25.136608,Operation Activity,P.1062500,O.1062500.01,A.1062500.01.10,"IBC-CBL 9 5/8"" Casing",ESSO AUSTRALIA LTD,VALARIS 107,New Burn WL,,WL Production Services
J.25.045958,Operation Activity,P.1062500,O.1062500.01,A.1062500.01.03,Subsea Wells,ESSO AUSTRALIA LTD,VALARIS 107,New Burn WL,,WL Production Services
J.25.143263,Operation Activity,P.1062500,O.1062500.01,A.1062500.01.11,Q1 Esso V-107 ,ESSO AUSTRALIA LTD,VALARIS 107,New Burn WL,,WL Production Services
J.25.103407,Operation Activity,P.1062500,O.1062500.01,A.1062500.01.09,Q4 V-107 SLK Activity,ESSO AUSTRALIA LTD,VALARIS 107,New Burn WL,,WL Production Services
J.25.102445,Operation Activity,P.1062500,O.1062500.01,A.1062500.01.05,IBC-CBL-EMA V-107,ESSO AUSTRALIA LTD,VALARIS 107,New Burn WL,,WL Production Services
J.25.103405,Operation Activity,P.1062500,O.1062500.01,A.1062500.01.08,Q4 V-107 Activity WL,ESSO AUSTRALIA LTD,VALARIS 107,New Burn WL,,WL Production Services
J.25.020160,Operation Activity,P.1062500,O.1062500.01,A.1062500.01.02,ESSO_V07_P&A,ESSO AUSTRALIA LTD,VALARIS 107,New Burn WL,,WL Production Services
J.24.152009,Operation Activity,P.1062416,O.1062416.02,A.1062416.02.01,Epilogue-Tractor,WOODSIDE BURRUP PTY.  LTD,VALARIS DPS-1,New Burn WL,,WL Evaluation Services
J.24.151997,Operation Activity,P.1062416,O.1062416.01,A.1062416.01.01,Epilogue-Tractor,WOODSIDE BURRUP PTY.  LTD,VALARIS DPS-1,New Burn WL,,WL Production Services
J.24.148279,Operation Activity,P.1062213,O.1062213.01,A.1062213.01.01,PnA Well #1,JADESTONE ENERGY (EAGLE) PTY LTD,VALARIS 247,APG TS,,TS Surface Testing
J.24.149387,Operation Activity,P.1062038,O.1062038.02,A.1062038.02.01,Jadestone-Rigless_USIT-XTRA,JADESTONE ENERGY (AUSTRALIA) PTY LTD,,New Burn WL,,WL Production Services
J.24.142272,Operation Activity,P.1061663,O.1061663.01,A.1061663.01.02,Carpenteria-5H CBL-VDL,IMPERIAL OIL AND GAS PTY LTD,ENSIGN 965,Roma WL,,WL Evaluation Services
J.24.142270,Operation Activity,P.1061663,O.1061663.01,A.1061663.01.01,CBL,IMPERIAL OIL AND GAS PTY LTD,ENSIGN 965,Roma WL,,WL Production Services
J.24.146939,Operation Activity,P.1061395,O.1061395.01,A.1061395.01.01,Sapura Pumping campaign,NORMAND SAPURA PTY LTD,SAPURAKENCANA CONSTRUCTOR,AUS West Coast WS,,WS Well Intervention
J.24.192388,Operation Activity,P.1061395,O.1061395.01,A.1061395.01.08,Sapura pumping campaign,NORMAND SAPURA PTY LTD,SAPURAKENCANA CONSTRUCTOR,AUS West Coast WS,,WS Well Intervention
J.24.147647,Operation Activity,P.1061395,O.1061395.01,A.1061395.01.06,Well 6 Pumping,NORMAND SAPURA PTY LTD,SAPURAKENCANA CONSTRUCTOR,AUS West Coast WS,,WS Well Intervention
J.24.147645,Operation Activity,P.1061395,O.1061395.01,A.1061395.01.07,Well 7 Pumping,NORMAND SAPURA PTY LTD,SAPURAKENCANA CONSTRUCTOR,AUS West Coast WS,,WS Well Intervention
J.24.147644,Operation Activity,P.1061395,O.1061395.01,A.1061395.01.05,Well 5 Pumping,NORMAND SAPURA PTY LTD,SAPURAKENCANA CONSTRUCTOR,AUS West Coast WS,,WS Well Intervention
J.24.147643,Operation Activity,P.1061395,O.1061395.01,A.1061395.01.03,Well 3 Pumping,NORMAND SAPURA PTY LTD,SAPURAKENCANA CONSTRUCTOR,AUS West Coast WS,,WS Well Intervention
J.24.147642,Operation Activity,P.1061395,O.1061395.01,A.1061395.01.04,Well 4 Pumping,NORMAND SAPURA PTY LTD,SAPURAKENCANA CONSTRUCTOR,AUS West Coast WS,,WS Well Intervention
J.24.147641,Operation Activity,P.1061395,O.1061395.01,A.1061395.01.02,Well 2 Pump,NORMAND SAPURA PTY LTD,SAPURAKENCANA CONSTRUCTOR,AUS West Coast WS,,WS Well Intervention
J.25.052616,Operation Activity,P.1061087,O.1061087.02,A.1061087.02.07,ENI BTP SLK,ENI AUSTRALIA B.V.,VALARIS 247,New Burn WL,,WL Evaluation Services
J.25.052615,Operation Activity,P.1061087,O.1061087.02,A.1061087.02.06,ENI BT-P5 SLK Opertaions,ENI AUSTRALIA B.V.,VALARIS 247,New Burn WL,,Wireline Slickline
J.24.188042,Operation Activity,P.1061087,O.1061087.02,A.1061087.02.04,ENI BT-P3_CH_Perforation & PLT,ENI AUSTRALIA B.V.,VALARIS 247,New Burn WL,,WL Production Services
J.25.050591,Operation Activity,P.1061087,O.1061087.02,A.1061087.02.05,ENI BT-P5_CH_Perforation & PLT,ENI AUSTRALIA B.V.,VALARIS 247,New Burn WL,,WL Production Services
J.24.136289,Operation Activity,P.1061087,O.1061087.02,A.1061087.02.02,ENI BT-P5_IBC-CBL_7in-9.625in-13.625in,ENI AUSTRALIA B.V.,VALARIS 247,New Burn WL,,WL Evaluation Services
J.24.147084,Operation Activity,P.1061087,O.1061087.02,A.1061087.02.03,ENI BT-P5_9.625in & 7in Casing_CHDT,ENI AUSTRALIA B.V.,VALARIS 247,New Burn WL,,WL Evaluation Services
J.24.136240,Operation Activity,P.1061087,O.1061087.02,A.1061087.02.01,ENI BT-P5_8.5 & 12.25in OH,ENI AUSTRALIA B.V.,VALARIS 247,New Burn WL,,WL Evaluation Services
J.24.134535,Operation Activity,P.1061087,O.1061087.01,A.1061087.01.01,ENI_12.25in OH_BT-P5,ENI AUSTRALIA B.V.,VALARIS 247,New Burn WL,,WL Evaluation Services
J.25.046496,Operation Activity,P.1060975,O.1060975.01,A.1060975.01.02,Sapura,SAPURA AUSTRALIA PTY LTD,FPSO - NORTHERN ENDEAVOR,APG TS,,TS Surface Testing
J.24.133200,Operation Activity,P.1060975,O.1060975.01,A.1060975.01.01,SAPURA,SAPURA AUSTRALIA PTY LTD,FPSO - NORTHERN ENDEAVOR,APG TS,,TS Surface Testing
J.25.055006,Operation Activity,P.1060890,O.1060890.01,A.1060890.01.08,Slim Epliogue - Rigless,ESSO AUSTRALIA LTD,ISLAND PERFORMER LWI,New Burn WL,,WL Production Services
J.24.132265,Operation Activity,P.1060890,O.1060890.01,A.1060890.01.01,Halibut_A7/A3_Slim Epilogue/DEC,ESSO AUSTRALIA LTD,ISLAND PERFORMER LWI,New Burn WL,,WL Production Services
J.25.020161,Operation Activity,P.1060890,O.1060890.01,A.1060890.01.06,ESSO_Barcauda Platform-Slim Epilogue,ESSO AUSTRALIA LTD,ISLAND PERFORMER LWI,New Burn WL,,WL Production Services
J.24.186012,Operation Activity,P.1060890,O.1060890.01,A.1060890.01.07,Morpho Logging,ESSO AUSTRALIA LTD,ISLAND PERFORMER LWI,New Burn WL,,WL Production Services
J.24.138658,Operation Activity,P.1060890,O.1060890.01,A.1060890.01.03,ESSO_KingFish Platform_Slim Epilogue-Gowell Memory,ESSO AUSTRALIA LTD,ISLAND PERFORMER LWI,New Burn WL,,WL Production Services
J.24.148452,Operation Activity,P.1060890,O.1060890.01,A.1060890.01.05,ESSO-Rigless,ESSO AUSTRALIA LTD,ISLAND PERFORMER LWI,New Burn WL,,WL Production Services
J.24.135005,Operation Activity,P.1060890,O.1060890.01,A.1060890.01.02,ESSO_Cobia Platform_Slim Epilogue-Gowell Memory,ESSO AUSTRALIA LTD,ISLAND PERFORMER LWI,New Burn WL,,WL Production Services
J.24.138659,Operation Activity,P.1060890,O.1060890.01,A.1060890.01.04,ESSO_Baracuda Platform_Slim Epilogue-Gowell Memory,ESSO AUSTRALIA LTD,ISLAND PERFORMER LWI,New Burn WL,,WL Production Services
J.24.126883,Operation Activity,P.1060483,O.1060483.01,A.1060483.01.01,Gorgon & Janz_Resolve Stroker,WELL OPS (UK) LTD,HELIX Q7000,New Burn WL,,WL Production Services
J.24.148414,Operation Activity,P.1060483,O.1060483.01,A.1060483.01.02,Gorgon & Janz-SLK Ops,WELL OPS (UK) LTD,HELIX Q7000,New Burn WL,,Wireline Slickline
J.24.112339,Operation Activity,P.1059480,O.1059480.01,A.1059480.01.02,No OPS,WOODSIDE ENERGY GLOBAL PTY LTD,TRANSOCEAN LEGEND,New Burn WL,,WL Production Services
J.24.112338,Operation Activity,P.1059480,O.1059480.01,A.1059480.01.01,Woodside_Transocean_Epilogue,WOODSIDE ENERGY GLOBAL PTY LTD,TRANSOCEAN LEGEND,New Burn WL,,WL Production Services
J.24.097323,Operation Activity,P.1058576,O.1058576.01,A.1058576.01.01,InGauge TCP,CO2CRC LIMITED,WILD DESERT RIG 4,APG TS,,TCP - Tubing-Conveyed Perforation
J.24.147599,Operation Activity,P.1058371,O.1058371.01,A.1058371.01.02,USIT & PBMS Logging,TRI-STAR OPCO PTY LTD,SWMS RIG 3,Roma WL,,WL Production Services
J.24.096859,Operation Activity,P.1058371,O.1058371.01,A.1058371.01.01,"Fairfields-1x, Fairfields-1, Fairfields-2",TRI-STAR OPCO PTY LTD,SWMS RIG 3,Roma WL,,WL Production Services
J.25.003755,Operation Activity,P.1057866,O.1057866.01,A.1057866.01.01,TCP Hanging Wall,EXXONMOBIL PNG LIMITED,NABORS 702,APG TS,,TCP - Tubing-Conveyed Perforation
J.24.112857,Operation Activity,P.1057195,O.1057195.01,A.1057195.01.01,SLK-GS2,CHEVRON APG ABU PERTH.,HELIX Q7000,New Burn WL,,Wireline Slickline
J.25.170651,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.35,Schmoo Cleanout L38,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099466,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.22,Schmoo cleanout K18,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099507,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.33,Schmoo cleanout K16,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099506,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.32,Schmoo cleanout G16,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099505,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.31,Schmoo cleanout F14,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099504,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.30,L46A cementing,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099495,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.28,P73 Plug Milling,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099503,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.29,E16 Cementing,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.170655,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.38,L32J Cementing,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.170656,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.39,L51J Cementing,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.170657,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.40,B31 Fishing,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.170654,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.37,Schmoo Cleanout F14,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.170653,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.36,Schmoo Cleanout R58,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.101931,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.34,PWC campaign for FDP purposes,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099487,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.26,schomoo cleanout Q32,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099485,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.25,schmoo cleanout G12,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099490,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.27,schmoo cleanout Q66,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099464,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.21,Schmoo cleanout G63A,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099472,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.23,Schmoo cleanout G15,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099462,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.20,Schmoo cleanout B22,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099479,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.24,Schmoo cleanout P35,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099453,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.19,schmoo cleanout B32,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099447,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.18,Schmoo cleanout Q72,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099441,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.17,Schmoo cleanout H77,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099376,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.14,Schmoo cleanout Q48,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099427,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.16,Schmoo Cleanout E31,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099412,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.15,Schmoo cleanout Q37,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099361,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.12,Schmoo cleanout P32,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.091652,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.08,Schmoo Cleanout K37,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099369,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.13,Schmoo cleanout T88,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.099358,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.11,Schmoo cleanout Q17,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.091654,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.10,Schmoo Cleanout P34,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.091653,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.09,Schmoo cleanout K34,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.091649,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.06,Cleanout water injector P56,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.091650,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.07,Schmoo cleanout L24,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.056011,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.04,Water injector cleanout L074,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.056009,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.03,Tag TOC -G61,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.056008,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.02,Tag TOC - L27A,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.081313,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.05,Multiple interventions,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.24.079735,Operation Activity,P.1056886,O.1056886.01,A.1056886.01.01,Unit Preparation in Island,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.24.102627,Operation Activity,P.1056828,O.1056828.01,A.1056828.01.02,PnA part 2 (halibut and Marlin),ESSO AUSTRALIA LTD,VALARIS 107,APG TS,,TS Surface Testing
J.24.078879,Operation Activity,P.1056828,O.1056828.01,A.1056828.01.01,ESSO PnA campaign Part 1,ESSO AUSTRALIA LTD,VALARIS 107,APG TS,,TS Surface Testing
J.25.004899,Operation Activity,P.1056828,O.1056828.01,A.1056828.01.03,PnA Part 3,ESSO AUSTRALIA LTD,VALARIS 107,APG TS,,TS Surface Testing
J.24.118042,Operation Activity,P.1056628,O.1056628.01,A.1056628.01.02,ESSO PWC_A 17,ESSO AUSTRALIA LTD,,New Burn WL,,WL Production Services
J.24.167295,Operation Activity,P.1056628,O.1056628.01,A.1056628.01.05,ESSO PWC Logging - A9,ESSO AUSTRALIA LTD,,New Burn WL,,WL Production Services
J.24.148442,Operation Activity,P.1056628,O.1056628.01,A.1056628.01.04,ESSO-PWC Logging A21,ESSO AUSTRALIA LTD,,New Burn WL,,WL Production Services
J.24.123575,Operation Activity,P.1056628,O.1056628.01,A.1056628.01.03,ESSO Post-PWC A15 /  Pre-Post PWC A26,ESSO AUSTRALIA LTD,,New Burn WL,,WL Production Services
J.24.076807,Operation Activity,P.1056628,O.1056628.01,A.1056628.01.01,ESSO PWC Flounder,ESSO AUSTRALIA LTD,,New Burn WL,,WL Production Services
J.24.079744,Operation Activity,P.1056334,O.1056334.01,A.1056334.01.01,E-WI4,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.24.099107,Operation Activity,P.1056334,O.1056334.01,A.1056334.01.03,E-WI2 ST1,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.24.099108,Operation Activity,P.1056334,O.1056334.01,A.1056334.01.04,D-WI3,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.004268,Operation Activity,P.1056334,O.1056334.01,A.1056334.01.05,D-WI1 ST1,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.25.109609,Operation Activity,P.1056334,O.1056334.01,A.1056334.01.08,Quarantine and Standby,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.24.097789,Operation Activity,P.1056334,O.1056334.01,A.1056334.01.02,Quarantine,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.24.144029,Operation Activity,P.1056334,O.1056334.01,A.1056334.01.06,Z-WI2 Clay Stabilization,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.24.146734,Operation Activity,P.1056334,O.1056334.01,A.1056334.01.07,Unit Set-up and Preparation,CHEVRON APG ABU PERTH.,,AUS West Coast WS,,WS Well Intervention
J.24.079213,Operation Activity,P.1056110,O.1056110.01,A.1056110.01.01,Blacktip P5 kickoff,ENI AUSTRALIA LIMITED,VALARIS 247,AUS West Coast WS,,WS Well Intervention
J.24.098269,Operation Activity,P.1056110,O.1056110.01,A.1056110.01.03,Rental Acid equipment,ENI AUSTRALIA LIMITED,VALARIS 247,AUS West Coast WS,,WS Well Intervention
J.24.098268,Operation Activity,P.1056110,O.1056110.01,A.1056110.01.02,Rental Acid equipment,ENI AUSTRALIA LIMITED,VALARIS 247,AUS West Coast WS,,WS Well Intervention
J.24.058772,Operation Activity,P.1055580,O.1055580.01,A.1055580.01.01,"Tariki-5A 6.125"" Logging",NEW ZEALAND ENERGY CORPORATION,NOVA-1,New Plymouth WL,,WL Evaluation Services
J.24.154950,Operation Activity,P.1055244,O.1055244.01,A.1055244.01.04,"Inpex-CSS WP 2_8.5"" OH",INPEX OPERATIONS AUSTRALIA PTY LTD,VALARIS 247,New Burn WL,,WL Evaluation Services
J.24.154949,Operation Activity,P.1055244,O.1055244.01,A.1055244.01.03,Inpex-CSS WP 2_12.25in OH,INPEX OPERATIONS AUSTRALIA PTY LTD,VALARIS 247,New Burn WL,,WL Evaluation Services
J.24.054044,Operation Activity,P.1055244,O.1055244.01,A.1055244.01.02,Inpex CSS WP 1_ 8.5in OH,INPEX OPERATIONS AUSTRALIA PTY LTD,VALARIS 247,New Burn WL,,WL Evaluation Services
J.24.054033,Operation Activity,P.1055244,O.1055244.01,A.1055244.01.01,Inpex-CSS WP 1 _ 12.25in OH,INPEX OPERATIONS AUSTRALIA PTY LTD,VALARIS 247,New Burn WL,,WL Evaluation Services
J.24.051364,Operation Activity,P.1055015,O.1055015.01,A.1055015.01.01,SLK ops for CO2 injection Test,AWE PERTH PTY LTD,RIGLESS - AUSTRALIA,New Burn WL,,Wireline Slickline
J.24.041717,Operation Activity,P.1054254,O.1054254.01,A.1054254.01.01,Jan-2024_Operation,SANTOS LIMITED,,Moomba WL,,WL Production Services
J.24.041816,Operation Activity,P.1054254,O.1054254.01,A.1054254.01.02,2nd SCMT,SANTOS LIMITED,,Moomba WL,,WL Production Services
J.24.037212,Operation Activity,P.1053849,O.1053849.01,A.1053849.01.01,ENI_BT P5,ENI AUSTRALIA B.V.,VALARIS 247,New Burn WL,,WL Evaluation Services
J.24.104600,Operation Activity,P.1053849,O.1053849.01,A.1053849.01.02,ENI_BTP P5_OH,ENI AUSTRALIA B.V.,VALARIS 247,New Burn WL,,WL Evaluation Services
J.25.033788,Operation Activity,P.1053459,O.1053459.03,A.1053459.03.01,chevron choke Line package,CHEVRON APG ABU PERTH.,RIGLESS - AUSTRALIA,APG TS,,TS Production Testing
J.25.004898,Operation Activity,P.1053459,O.1053459.02,A.1053459.02.03,2nd Pad Barrow Island,CHEVRON APG ABU PERTH.,RIGLESS - AUSTRALIA,APG TS,,TS Surface Testing
J.24.054967,Operation Activity,P.1053459,O.1053459.02,A.1053459.02.01,SWT Barrow Island 1st Pad,CHEVRON APG ABU PERTH.,RIGLESS - AUSTRALIA,APG TS,,TS Surface Testing
J.24.097337,Operation Activity,P.1053459,O.1053459.02,A.1053459.02.02,Design - CEC,CHEVRON APG ABU PERTH.,RIGLESS - AUSTRALIA,APG TS,,TS Surface Testing
J.24.057210,Operation Activity,P.1053459,O.1053459.01,A.1053459.01.02,TCP Barrow island E-WI2,CHEVRON APG ABU PERTH.,RIGLESS - AUSTRALIA,APG TS,,TCP - Tubing-Conveyed Perforation
J.24.082566,Operation Activity,P.1053459,O.1053459.01,A.1053459.01.03,Product sale,CHEVRON APG ABU PERTH.,RIGLESS - AUSTRALIA,APG TS,,TCP - Tubing-Conveyed Perforation
J.24.034701,Operation Activity,P.1053459,O.1053459.01,A.1053459.01.01,TCP operations,CHEVRON APG ABU PERTH.,RIGLESS - AUSTRALIA,APG TS,,TCP - Tubing-Conveyed Perforation
J.24.124338,Operation Activity,P.1053176,O.1053176.01,A.1053176.01.01,ENI BT Intervention 2024 (Commercial),ENI AUSTRALIA B.V.,,New Burn WL,,WL Production Services
J.25.102024,Operation Activity,P.1052473,O.1052473.02,A.1052473.02.02,Lorelle-3,ENERGYCAPTURE PTY LIMITED,SAVANNA 185,Roma WL,,WL Evaluation Services
J.25.102023,Operation Activity,P.1052473,O.1052473.02,A.1052473.02.01,Elixir OH Well 1 2025,ENERGYCAPTURE PTY LIMITED,SAVANNA 185,Roma WL,,WL Evaluation Services
J.23.167741,Operation Activity,P.1052473,O.1052473.01,A.1052473.01.01,"ELIXIR 8.5"" Section",ENERGYCAPTURE PTY LIMITED,SLR 185,Roma WL,,WL Evaluation Services
J.23.169303,Operation Activity,P.1052370,O.1052370.01,A.1052370.01.01,6.125in TD_DayDream-2,ENERGYCAPTURE PTY LIMITED,SLR 185,Roma WL,,WL Evaluation Services
J.24.022742,Operation Activity,P.1051694,O.1051694.01,A.1051694.01.01,Esso P&A Cased Hole HELIX Q7000_PA (Remaining 2 Wells),ESSO AUSTRALIA LTD,HELIX Q7000,New Burn WL,,WL Production Services
J.24.103008,Operation Activity,P.1051694,O.1051694.01,A.1051694.01.02,ESSO P&A SLK Ops_Q7000,ESSO AUSTRALIA LTD,HELIX Q7000,New Burn WL,,Wireline Slickline
