Index,Material-Plant,Plant,Geo-Unit,GEO UNIT (Profit Center),Material,Reservation -Line,Requirements Date,Creation Date,Stock On Hand - DDSC,Stock On Hand - HDSC,Last 3 Month Consumption,Last 6 Month Consumption,Last 12 Month Consumption,Material Stratification (Last 6 Month Consumption),Material Stratification (Last 12 Month Consumption),Open Qty - Reservation,Open Reservation Value,Material/Plant-SOH - Total,Primary Pegged PO-LN - Open Qty,Combined SOH & PO Pegging,Main - PO Line to Peg to Reservation,Main - PO to Peg to Reservation,Additional PO - Line to Peg,Primary Pegged PO-LN - Order Qty,Primary Pegged PO-LN - Approval Status,Primary Pegged PO-LN - RDD Date,Pegged Main PO GR Status,Pegged Main PO Invoice Status,Primary Pegged PO-LN - Invoice Qty,Post Pegging SOH Qty,Post Pegging PO Qty,Material Description,MRP Parameters - MRP Controller,MRP Parameters - Profit Center,MRP Parameters - Planned Delivery Time,MRP Parameters - Prime Status,MRP Parameters - Safety Stock,MRP Parameters - Standard Price,Business Line - By Cost Center,Sub - Business Line - By Cost Center,Business Line by Profit Center,Material/Plant-Open PO Qty - Total,Purchase Requisition - Status,Purchase Requisitions,Planned Order - Status,Planned Orders,Maximo Asset ID,Maximo Asset Num,Maximo Serial No,Reservation Creation type,WO Number,User Name,Goods recipient,Maximo - WO STATUS and Part Status,WBS Element,Cost Center,reservation_line_id,reservation_number,reservation_line_number
1,101795665-3610,3610.0,APG,APG,101795665,6085915834-2,2025-11-19,2025-11-19,1.0,1.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,318.4778,,,04. PO Available to Peg,4584631685-9,4584631685,,,,,Pending Full GR,PO is not Invoiced,,-2.0,0.0,"FINGER GUARD, 17"" SHEAVE WHEEL",ZZZ,110516.0,18.0,Non AR Part,0.0,159.2389,RPE,WLES,RPE,2.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,05867015,ckok3,-,,AU100307,6085915834-2,6085915834,2
1,B011210-3606,3606.0,APG,APG,B011210,6085915884-3,2025-11-19,2025-11-19,1073.0,169.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,50.0,26.0,20.0,,03. SOH available to Partial Pegging - No PO Available to Peg,,,,,,,,,,-30.0,0.0,"SCREW:CAP;SCKT,0.25 IN-20 TPI,0.625 IN",WM1,110746.0,21.0,Non AR Part,0.0,0.5829000000000001,RPE,WLES,WCM,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,80058047,Poonam,-,,AU100070,6085915884-3,6085915884,3
1,B013281-3606,3606.0,APG,APG,B013281,6085915884-1,2025-11-19,2025-11-19,476.0,1.0,0.0,0.0,10.0,SLOW MOVER,STRANGER,20.0,19.2,28.0,,01. SOH Available to Peg,,,,,,,,,,8.0,0.0,"SCREW:CAP;SCKT,0.25 IN-20 TPI,0.75 IN",WM1,110746.0,21.0,Non AR Part,0.0,1.1122,RPE,WLES,WCM,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,80058047,Poonam,-,,AU100070,6085915884-1,6085915884,1
1,B029683-3606,3606.0,APG,APG,B029683,6085915884-8,2025-11-19,2025-11-19,0.0,,0.0,0.0,2.0,SLOW MOVER,STRANGER,1.0,357.1262,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,"WIPES, LINTFREE, FABRIC, BOX (APPROX QT~",WM1,110746.0,169.0,Non AR Part,0.0,369.67920000000004,RPE,WLES,WCM,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,80058047,Poonam,-,,AU100070,6085915884-8,6085915884,8
1,B032171-3606,3606.0,APG,APG,B032171,6085915884-7,2025-11-19,2025-11-19,,,0.0,0.0,2.0,SLOW MOVER,STRANGER,20.0,359.79999999999995,4.0,20.0,02. SOH available to Partial Pegging - PO Available to Peg,4584616194-1,4584616194,,20.0,Approved,2025-11-14,Pending Full GR,PO is not Invoiced,,-16.0,4.0,"SCREW, SKT HD CAP 1/4-20 X 2-1/2 SST/A2~",WM1,110746.0,161.0,AR Part,0.0,18.0498,RPE,WLES,WCM,20.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,80058047,Poonam,-,,AU100070,6085915884-7,6085915884,7
1,B073854-3606,3606.0,APG,APG,B073854,6085915884-11,2025-11-19,2025-11-19,9.0,1.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,150.2408,,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,COMPOUND:THREAD LOCKING;THREADLOCKER,ZZZ,110732.0,21.0,Non AR Part,0.0,75.1204,RPE,WLES,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,80058047,Poonam,-,,AU100070,6085915884-11,6085915884,11
1,B077441-3606,3606.0,APG,APG,B077441,6085915884-14,2025-11-19,2025-11-19,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,3.0,26.974200000000003,,,05. No PO Available to Peg,,,,,,,,,,-3.0,0.0,"WRENCH,ALLEN SCREW, 6MM  EXPERT HANDLE",ZZZ,110516.0,109.0,Non AR Part,0.0,8.9914,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,80058047,Poonam,-,,AU100070,6085915884-14,6085915884,14
1,B077442-3606,3606.0,APG,APG,B077442,6085915884-15,2025-11-19,2025-11-19,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,3.0,28.3209,,,05. No PO Available to Peg,,,,,,,,,,-3.0,0.0,"WRENCH,ALLEN SCREW, 8MM  EXPERT HANDLE",ZZZ,110516.0,109.0,Non AR Part,0.0,9.4403,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,80058047,Poonam,-,,AU100070,6085915884-15,6085915884,15
1,B077477-3606,3606.0,APG,APG,B077477,6085915884-4,2025-11-19,2025-11-19,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,30.0,83.415,,,05. No PO Available to Peg,,,,,,,,,,-30.0,0.0,"RETAINING RING,INT,BASIC 0.438  BORE SS~",ZZZ,110516.0,109.0,Non AR Part,0.0,2.7805000000000004,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,80058047,Poonam,-,,AU100070,6085915884-4,6085915884,4
1,E080168-3606,3606.0,APG,APG,E080168,6085915884-10,2025-11-19,2025-11-19,,1.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,5.0,0.0,,,05. No PO Available to Peg,,,,,,,,,,-5.0,0.0,NATURAL MULTI-FILAMENT STRING MILLECAPI~,ZZZ,110732.0,36.0,Non AR Part,0.0,0.0,RPE,WLES,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,80058047,Poonam,-,,AU100070,6085915884-10,6085915884,10
1,E081121-3606,3606.0,APG,APG,E081121,6085915884-12,2025-11-19,2025-11-19,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,690.4216,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,MICRONECTEUR EXTRACTION TOOL,ZZZ,110516.0,38.0,Non AR Part,0.0,690.4216,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,80058047,Poonam,-,,AU100070,6085915884-12,6085915884,12
1,P486701-3606,3606.0,APG,APG,P486701,6085915884-5,2025-11-19,2025-11-19,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,712.7594,,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,STAB. SOURCE HOLDER,ZZZ,110516.0,165.0,Non AR Part,0.0,356.3797,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,80058047,Poonam,-,,AU100070,6085915884-5,6085915884,5
1,P679756-3606,3606.0,APG,APG,P679756,6085915884-6,2025-11-19,2025-11-19,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,695.7682000000001,,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,STAB. SOURCE HOLDER,ZZZ,110516.0,165.0,Non AR Part,0.0,347.88410000000005,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,80058047,Poonam,-,,AU100070,6085915884-6,6085915884,6
2,B017192-3606,3606.0,APG,APG,B017192,6085915884-2,2025-11-19,2025-11-19,232.0,199.0,100.0,100.0,100.0,STRANGER,STRANGER,50.0,16.830000000000002,,,05. No PO Available to Peg,,,,,,,,,,-150.0,0.0,"SCREW:CAP;SCKT,#6-32 TPI,0.625 IN,304",WM1,110746.0,25.0,Non AR Part,0.0,0.34840000000000004,RPE,WLES,WCM,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,80058047,Poonam,-,,AU100070,6085915884-2,6085915884,2
1,101105322-3606,3606.0,APG,APG,101105322,6085860515-1,2025-11-18,2025-11-18,,,5.0,5.0,5.0,STRANGER,STRANGER,6.0,2847.1068,,6.0,04. PO Available to Peg,4584624236-1,4584624236,,6.0,Approved,2025-11-13,Pending Full GR,PO is not Invoiced,,-6.0,0.0,"CAGE-C, 7.000 OD X 20 L, FOR 3-3/8 TOOL",ZZZ,110516.0,206.0,Non AR Part,0.0,491.19710000000003,RPE,WLES,RPE,6.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090422,,,,SAP - MANUAL Reservation,M: GEMCOS,02307312,FHERWANTO,-,,AU100070,6085860515-1,6085860515,1
1,101105327-3606,3606.0,APG,APG,101105327,6085860515-2,2025-11-18,2025-11-18,25.0,1.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,15.0,6463.05,9.0,6.0,02. SOH available to Partial Pegging - PO Available to Peg,4584624233-2,4584624233,,6.0,Approved,2025-11-13,Pending Full GR,PO is not Invoiced,,-6.0,0.0,"CAGE-C, 7.000 OD X 20 L, FOR 3-5/8 TOOL",ZZZ,110516.0,18.0,Non AR Part,0.0,500.45650000000006,RPE,WLES,RPE,6.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,M: GEMCOS,02307312,FHERWANTO,-,,AU100070,6085860515-2,6085860515,2
1,101325024-3606,3606.0,APG,APG,101325024,6085876383-1,2025-11-18,2025-11-18,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,14015.723300000001,,1.0,04. PO Available to Peg,4584632542-2,4584632542,,1.0,Approved,2026-06-01,Pending Full GR,PO is not Invoiced,,-1.0,0.0,"TRANSMITTER SUB, DIPOLE, SLDP",ZZZ,110514.0,355.0,Non AR Part,0.0,14015.723300000001,RPE,WLES,RPI,1.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,M:,02832673,harsh,-,,AU100070,6085876383-1,6085876383,1
1,101325044-3606,3606.0,APG,APG,101325044,6085876383-2,2025-11-18,2025-11-18,,2.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,304.686,,2.0,04. PO Available to Peg,4584632357-6,4584632357,,2.0,Approved,2025-11-13,Pending Full GR,PO is not Invoiced,,-2.0,0.0,"PROTECTION SLEEVE, TRANSMITTER CANISTER~",ZZZ,110516.0,167.0,Non AR Part,0.0,157.6979,RPE,WLES,RPE,2.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,M:,02832673,harsh,-,,AU100070,6085876383-2,6085876383,2
1,101427057-3610,3610.0,APG,APG,101427057,6085860266-1,2025-11-18,2025-11-18,81.0,7.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,2678.7572,,,04. PO Available to Peg,4584632051-2,4584632051,,,,,Pending Full GR,PO is not Invoiced,,-2.0,0.0,"PWA, WIRED CIRCUIT BOARD ASSY, ECRI",ZZZ,110514.0,18.0,Non AR Part,0.0,1386.4578000000001,RPE,WLES,RPI,2.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,00788265,Elodie,-,,AU100307,6085860266-1,6085860266,1
1,101738059-3606,3606.0,APG,APG,101738059,6085860515-7,2025-11-18,2025-11-18,8.0,3.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,6.0,1029.9642,,6.0,04. PO Available to Peg,4584624189-2,4584624189,,6.0,Approved,2025-11-13,Pending Full GR,PO is not Invoiced,,-6.0,0.0,"FINGER GUARD, 24"" SHEAVE WHEEL",ZZZ,110516.0,18.0,Non AR Part,0.0,171.6607,RPE,WLES,RPE,6.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,M: GEMCOS,02307312,FHERWANTO,-,,AU100070,6085860515-7,6085860515,7
1,101795665-3606,3606.0,APG,APG,101795665,6085860515-6,2025-11-18,2025-11-18,1.0,1.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,6.0,1178.6021999999998,,6.0,04. PO Available to Peg,4584624189-3,4584624189,,6.0,Approved,2025-11-13,Pending Full GR,PO is not Invoiced,,-6.0,0.0,"FINGER GUARD, 17"" SHEAVE WHEEL",ZZZ,110516.0,18.0,Non AR Part,0.0,203.33830000000003,RPE,WLES,RPE,6.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,M: GEMCOS,02307312,FHERWANTO,-,,AU100070,6085860515-6,6085860515,6
1,102089807-3610,3610.0,APG,APG,102089807,6085860266-6,2025-11-18,2025-11-18,2.0,6.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,1567.8603000000003,,,04. PO Available to Peg,4584631685-2,4584631685,,,,,Pending Full GR,PO is not Invoiced,,-1.0,0.0,ECRD-H LOW TEMP SLS-1 KIT,ZZZ,110516.0,18.0,Non AR Part,0.0,1567.8603000000003,RPE,WLES,RPE,1.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,00788265,Elodie,-,,AU100307,6085860266-6,6085860266,6
1,102089828-3610,3610.0,APG,APG,102089828,6085860266-7,2025-11-18,2025-11-18,36.0,1.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,1781.8315,,,04. PO Available to Peg,4584631685-3,4584631685,,,,,Pending Full GR,PO is not Invoiced,,-1.0,0.0,ECRD-H HIGH TEMP SLS-1 KIT,ZZZ,110514.0,18.0,Non AR Part,0.0,1781.8315,RPE,WLES,RPI,1.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,00788265,Elodie,-,,AU100307,6085860266-7,6085860266,7
1,102089830-3610,3610.0,APG,APG,102089830,6085860266-8,2025-11-18,2025-11-18,13.0,1.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,441.5702,,,04. PO Available to Peg,4584631685-4,4584631685,,,,,Pending Full GR,PO is not Invoiced,,-2.0,0.0,ECRD-H LOW TEMP SLS-2 KIT,ZZZ,110514.0,18.0,Non AR Part,0.0,220.7851,RPE,WLES,RPI,2.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,00788265,Elodie,-,,AU100307,6085860266-8,6085860266,8
1,102089831-3610,3610.0,APG,APG,102089831,6085860266-9,2025-11-18,2025-11-18,6.0,1.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,953.398,,,05. No PO Available to Peg,,,,,,,,,,-2.0,0.0,ECRD-H HIGH TEMP SLS-2 KIT,ZZZ,110514.0,18.0,Non AR Part,0.0,493.45500000000004,RPE,WLES,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,00788265,Elodie,-,,AU100307,6085860266-9,6085860266,9
1,102089842-3610,3610.0,APG,APG,102089842,6085860266-4,2025-11-18,2025-11-18,2.0,7.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,2989.1916,,,04. PO Available to Peg,4584632051-3,4584632051,,,,,Pending Full GR,PO is not Invoiced,,-2.0,0.0,ECRD-G SLS-1 KIT,ZZZ,110516.0,18.0,Non AR Part,0.0,1494.5958,RPE,WLES,RPE,2.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,00788265,Elodie,-,,AU100307,6085860266-4,6085860266,4
1,102089843-3610,3610.0,APG,APG,102089843,6085860266-5,2025-11-18,2025-11-18,8.0,3.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,4.0,863.2492,,,04. PO Available to Peg,4584631685-5,4584631685,,,,,Pending Full GR,PO is not Invoiced,,-4.0,0.0,ECRD-G SLS-2 KIT,ZZZ,110516.0,18.0,Non AR Part,0.0,223.39810000000003,RPE,WLES,RPE,4.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,00788265,Elodie,-,,AU100307,6085860266-5,6085860266,5
1,102753682-3610,3610.0,APG,APG,102753682,6085860266-3,2025-11-18,2025-11-18,15.0,2.0,6.0,9.0,9.0,STRANGER,STRANGER,4.0,865.2688,,,04. PO Available to Peg,4584631685-1,4584631685,,,,,Pending Full GR,PO is not Invoiced,,-4.0,0.0,ECRD-E SLS2 KIT,ZZZ,110516.0,21.0,Non AR Part,0.0,223.9207,RPE,WLES,RPE,4.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,00788265,Elodie,-,,AU100307,6085860266-3,6085860266,3
1,J970895-3606,3606.0,APG,APG,J970895,6085887404-1,2025-11-18,2025-11-18,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,6.0,2289.9528,,6.0,04. PO Available to Peg,4584624236-2,4584624236,,6.0,Approved,2025-11-13,Pending Full GR,PO is not Invoiced,,-6.0,0.0,"CAGE-C, 7.750 OD X 22 L, FOR 3-3/8 TOOL",ZZZ,110516.0,181.0,Non AR Part,0.0,381.65880000000004,RPE,WLES,RPE,6.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02307312,FHERWANTO,-,,AU100070,6085887404-1,6085887404,1
1,J970896-3606,3606.0,APG,APG,J970896,6085860515-3,2025-11-18,2025-11-18,10.0,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,6.0,1862.757,,6.0,04. PO Available to Peg,4584624189-1,4584624189,,6.0,Approved,2025-11-13,Pending Full GR,PO is not Invoiced,,-6.0,0.0,"CAGE-C, 9.000 OD X 22 L, FOR 3-3/8 TOOL",ZZZ,110516.0,21.0,Non AR Part,0.0,321.3722,RPE,WLES,RPE,6.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,M: GEMCOS,02307312,FHERWANTO,-,,AU100070,6085860515-3,6085860515,3
1,J970902-3606,3606.0,APG,APG,J970902,6085887404-2,2025-11-18,2025-11-18,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,6.0,2302.1333999999997,,6.0,04. PO Available to Peg,4584624236-3,4584624236,,6.0,Approved,2025-11-13,Pending Full GR,PO is not Invoiced,,-6.0,0.0,"CAGE-C, 7.750 OD X 20 L, FOR 3-5/8 TOOL",ZZZ,110516.0,195.0,Non AR Part,0.0,383.6889,RPE,WLES,RPE,6.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,02307312,FHERWANTO,-,,AU100070,6085887404-2,6085887404,2
1,J970903-3606,3606.0,APG,APG,J970903,6085860515-4,2025-11-18,2025-11-18,12.0,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,6.0,2412.3882000000003,,6.0,04. PO Available to Peg,4584624233-3,4584624233,,6.0,Approved,2026-01-04,Pending Full GR,PO is not Invoiced,,-6.0,0.0,"CAGE-C, 9.000 OD X 22 L, FOR 3-5/8 TOOL",ZZZ,110516.0,21.0,Non AR Part,0.0,416.19730000000004,RPE,WLES,RPE,6.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,M: GEMCOS,02307312,FHERWANTO,-,,AU100070,6085860515-4,6085860515,4
1,P230861-3606,3606.0,APG,APG,P230861,6085860515-5,2025-11-18,2025-11-18,2.0,5.0,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,25.0,12970.865,,25.0,04. PO Available to Peg,4584624233-1,4584624233,,25.0,Approved,2026-06-01,Pending Full GR,PO is not Invoiced,,-25.0,0.0,SPRING WITH RUBBER PAD,ZZZ,110516.0,44.0,Non AR Part,0.0,518.8346,RPE,WLES,RPE,25.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,M: GEMCOS,02307312,FHERWANTO,-,,AU100070,6085860515-5,6085860515,5
2,100377734-3610,3610.0,APG,APG,100377734,6085860266-2,2025-11-18,2025-11-18,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,1.0,1713.0091000000002,,,04. PO Available to Peg,4584631685-6,4584631685,,,,,Pending Full GR,PO is not Invoiced,,-2.0,0.0,"WIRED TERMINAL BOARD ASSY, PERFO OPTION",ZZZ,110516.0,18.0,Non AR Part,0.0,1713.0091000000002,RPE,WLES,RPE,2.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027063367,,,,SAP - MANUAL Reservation,,00788265,Elodie,-,,AU100307,6085860266-2,6085860266,2
1,100244318-3606,3606.0,APG,APG,100244318,6085822383-5,2025-11-17,2025-11-17,2.0,,10.0,10.0,14.0,STRANGER,STRANGER,10.0,2449.7999999999997,2.0,10.0,02. SOH available to Partial Pegging - PO Available to Peg,4584628826-1,4584628826,,10.0,Approved,2025-11-12,Pending Full GR,PO is not Invoiced,,-8.0,2.0,"REPAIR-KIT,2X1 ULT-150 PLUG VALVE",002,110744.0,57.0,Non AR Part,2.0,278.1639,RPI,WIS,RPS,10.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,06243349,BMM: Ramadha,-,,AU100022,6085822383-5,6085822383,5
1,100353269-3610,3610.0,APG,APG,100353269,6085804562-2,2025-11-17,2025-11-17,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,3.0,14831.79,,,05. No PO Available to Peg,,,,,,,,,,-3.0,0.0,DRY LOADCELL ASSEMBLY,ZZZ,110516.0,273.0,Non AR Part,0.0,4943.93,RPE,WLES,RPE,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,M: LEH REPAIR,05867015,ckok3,-,,AU100307,6085804562-2,6085804562,2
1,100818466-3606,3606.0,APG,APG,100818466,6085831230-1,2025-11-17,2025-11-17,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,6729.346,,2.0,04. PO Available to Peg,4584616330-1,4584616330,,2.0,Approved,2025-11-17,Pending Full GR,PO is not Invoiced,,-2.0,0.0,"BLANK DOG, INNER, MSPS",ZZZ,110516.0,162.0,Non AR Part,0.0,3364.673,,,RPE,2.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,03966439,03966439,-,J.26.012966,,6085831230-1,6085831230,1
1,100818800-3606,3606.0,APG,APG,100818800,6085831230-2,2025-11-17,2025-11-17,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,2.0,4854.150000000001,,2.0,04. PO Available to Peg,4584616330-2,4584616330,,2.0,Approved,2025-11-17,Pending Full GR,PO is not Invoiced,,-2.0,0.0,"BLANK DOG, OUTER, MSPS",ZZZ,110516.0,162.0,Non AR Part,0.0,2427.0750000000003,,,RPE,2.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,03966439,03966439,-,J.26.012966,,6085831230-2,6085831230,2
1,100925909-3606,3606.0,APG,APG,100925909,6085804908-1,2025-11-17,2025-11-17,,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,10.0,2117.803,,10.0,04. PO Available to Peg,4584629413-1,4584629413,,10.0,Approved,2025-11-12,Pending Full GR,PO is not Invoiced,,-10.0,0.0,IC I/F TRANSCEIVER 3.3V RS-485 SOIC-8 R~,ZZZ,110516.0,82.0,Non AR Part,0.0,211.78029999999998,RPE,WLES,RPE,10.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,00821967,SANTOSO,-,,AU100070,6085804908-1,6085804908,1
1,101083087-3606,3606.0,APG,APG,101083087,6085804246-2,2025-11-17,2025-11-17,7.0,7.0,0.0,1.0,1.0,STRANGER,STRANGER,4.0,6602.9516,,,05. No PO Available to Peg,,,,,,,,,,-4.0,0.0,"H2S RESISTANT FLEXIBLE WEAKPOINT, 9000-~",ZZZ,110514.0,18.0,Non AR Part,0.0,1708.7613000000001,RPI,WLPS,RPI,0.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090719,,,,SAP - MANUAL Reservation,M: ENI ITEMS,00869610,jpereira11,-,,AU100063,6085804246-2,6085804246,2
1,101379318-3606,3606.0,APG,APG,101379318,6085822383-3,2025-11-17,2025-11-17,1.0,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,14.0,14223.019999999999,1.0,13.0,02. SOH available to Partial Pegging - PO Available to Peg,4584628789-1,4584628789,,13.0,Approved,2025-11-12,Pending Full GR,PO is not Invoiced,,-13.0,0.0,"REPAIR-KIT,3X3 ULT-150 PLUG VALVE (STAN~",ZZZ,110744.0,57.0,Non AR Part,0.0,1148.1053,RPI,WIS,RPS,13.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027090617 | 1029340730,,,,SAP - MANUAL Reservation,,06243349,BMM: Ramadha,-,,AU100022,6085822383-3,6085822383,3
1,101421187-3606,3606.0,APG,APG,101421187,6085822383-4,2025-11-17,2025-11-17,23.0,,23.0,31.0,35.0,REPEATER,STRANGER,6.0,2503.7670000000003,13.0,,01. SOH Available to Peg,,,,,,,,,,7.0,0.0,"KIT, ULT PLUG VALVE, 2 ULT150 1.75 BORE~",002,110498.0,57.0,Non AR Part,8.0,431.96240000000006,RPI,WIS,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,SAP - MANUAL Reservation,,06243349,BMM: Ramadha,-,,AU100022,6085822383-4,6085822383,4
1,101608197-3606,3606.0,APG,APG,101608197,6085822383-1,2025-11-17,2025-11-17,14.0,,0.0,0.0,0.0,SLOW MOVER,SLOW MOVER,40.0,1927.2,10.0,30.0,02. SOH available to Partial Pegging - PO Available to Peg,4584616557-1,4584616557,,30.0,Approved,2025-11-12,Pending Full GR,PO is not Invoiced,,-30.0,0.0,"KIT;REPR,3 IN 15K SWVL",ZZZ,110744.0,57.0,Non AR Part,0.0,56.467600000000004,RPI,WIS,RPS,30.0,No Purchase Requisition,,PLANNED ORDER Available Convert to Purchase Requisition,1027091004,,,,SAP - MANUAL Reservation,,06243349,BMM: Ramadha,-,,AU100022,6085822383-1,6085822383,1
1,101732140-3606,3606.0,APG,APG,101732140,6085804686-2,2025-11-19,2025-11-17,6.0,1.0,0.0,0.0,1.0,SLOW MOVER,STRANGER,1.0,240.8932,,,05. No PO Available to Peg,,,,,,,,,,-1.0,0.0,UPM-BA/BC RTV APPLICATION AND CLEANING ~,ZZZ,110514.0,71.0,Non AR Part,0.0,249.36060000000003,RPE,WLES,RPI,0.0,No Purchase Requisition,,NO PLD ORDER,,,,,MAXIMO,49393024,SYS-MAXIMO,06296636,-,,AU100070,6085804686-2,6085804686,2
